functional_test.go:974: 437500, 131945, -69.84%, 1, 3500000, 30, RESOLUTION_2560X1440, BITRATE_CONTROL_CONSTANT, TWO, H265, CAMERA_PRIMARY
functional_test.go:974: 93750, 59365, -36.68%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 83771, -32.98%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59825, -36.19%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120548, -3.56%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59304, -36.74%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 119121, -4.70%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59632, -36.39%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 90903, -27.28%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59372, -36.67%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112560, -9.95%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60200, -35.79%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 92107, -26.31%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59054, -37.01%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 87138, -30.29%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60267, -35.72%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 118237, -5.41%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59527, -36.50%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 87193, -30.25%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59539, -36.49%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 53612, -57.11%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 109928, 17.26%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 223752, 79.00%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 89522, -4.51%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 90085, -27.93%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 63437, -32.33%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 88686, -29.05%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60825, -35.12%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113413, -9.27%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59208, -36.84%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112270, -10.18%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59769, -36.25%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112851, -9.72%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58948, -37.12%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 82226, -34.22%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58581, -37.51%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 81886, -34.49%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59412, -36.63%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 81314, -34.95%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59099, -36.96%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 111665, -10.67%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59676, -36.35%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 82214, -34.23%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58807, -37.27%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112788, -9.77%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58775, -37.31%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 86183, -31.05%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58870, -37.21%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 86719, -30.62%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58494, -37.61%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 86566, -30.75%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59381, -36.66%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113387, -9.29%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59572, -36.46%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112957, -9.63%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59128, -36.93%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113295, -9.36%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58766, -37.32%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 81540, -34.77%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58742, -37.34%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112830, -9.74%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58818, -37.26%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113134, -9.49%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59719, -36.30%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 81847, -34.52%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59261, -36.79%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 115830, -7.34%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59525, -36.51%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112372, -10.10%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59300, -36.75%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113029, -9.58%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 58908, -37.16%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 124730, -0.22%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 61496, -34.40%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 119967, -4.03%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 61859, -34.02%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 83141, -33.49%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59071, -36.99%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 83610, -33.11%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60137, -35.85%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 83173, -33.46%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60219, -35.77%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 112309, -10.15%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60486, -35.48%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 119446, -4.44%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60239, -35.75%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113157, -9.47%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60342, -35.64%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 115150, -7.88%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59886, -36.12%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 88284, -29.37%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60680, -35.27%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 115691, -7.45%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60317, -35.66%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120411, -3.67%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 61360, -34.55%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 85590, -31.53%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60150, -35.84%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 87079, -30.34%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60426, -35.55%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 117424, -6.06%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 59941, -36.06%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 84081, -32.74%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60287, -35.69%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 84250, -32.60%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60568, -35.39%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 113972, -8.82%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60185, -35.80%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 116794, -6.56%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60502, -35.46%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 89474, -28.42%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60790, -35.16%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 87449, -30.04%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60526, -35.44%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 88146, -29.48%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 61246, -34.67%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 120683, -3.45%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60298, -35.68%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
functional_test.go:974: 125000, 87932, -29.65%, 1, 1000000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_PRIMARY
functional_test.go:974: 93750, 60016, -35.98%, 1, 750000, 15, RESOLUTION_1280X720, BITRATE_CONTROL_CONSTANT, TWO, H264, CAMERA_SECONDARY
